,filename,rmse,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,raga
2236,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-41,0.11106164,0.2838697,1905.7939037341143,2038.0538237958704,3804.885325712316,0.08023118529895511,-154.97032,98.24404,-24.077036,32.490864,-8.525762,-0.48433238,-16.778704,-8.819626,-28.09188,-2.7436159,-17.44647,-3.9244804,-4.131459,-9.577806,-3.9539647,5.3871484,-15.399618,3.2667787,-3.3241625,-5.2623653,kumudakriya
2237,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-42,0.11942019,0.25291035,1888.3225064243304,2024.1016468593732,3813.610272953754,0.08172248391544118,-161.12917,93.50179,-20.29112,30.787735,-15.871163,1.5873803,-16.160328,-8.725764,-30.27044,-3.2818274,-13.519474,-4.1201463,-3.7186267,-7.208187,-5.9677997,3.173914,-14.1394825,2.0247717,-0.485211,-3.5471432,kumudakriya
2238,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-43,0.1182073,0.24366069,1930.1866516382217,2069.9686793371343,3912.234676585478,0.08162119956946594,-172.24431,87.64706,-14.158978,33.559,-14.13001,3.8298657,-14.693496,-8.28769,-25.404324,-4.405674,-12.450844,-2.4186127,0.3614732,-4.6819415,-2.9286213,3.7087553,-12.40032,0.33313265,-0.22180821,-5.869719,kumudakriya
2239,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-44,0.12529011,0.29712433,1840.747082756461,2006.3502936075931,3762.768913717831,0.07727957805243808,-145.5234,102.50975,-20.178438,32.706783,-12.114971,5.3473783,-14.680904,-6.973403,-24.943666,-0.8156225,-10.3459,1.7976471,-0.549058,-7.909597,-3.719423,4.7012024,-14.808195,2.9476912,-0.79285926,-7.448658,kumudakriya
2240,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-45,0.10573021,0.29485953,1789.7342194543817,2022.6404391927306,3712.152553121372,0.0707580755369582,-180.42923,102.790215,-16.608608,30.910948,-5.9085264,5.8691015,-17.790863,-9.853627,-21.146898,-2.3784752,-12.965326,-1.0302796,-0.8970027,-7.913706,-3.762415,2.55912,-15.512762,1.7192566,-1.8772634,-4.496223,kumudakriya
2241,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-46,0.0882049,0.27475432,1747.3526692235966,2035.2815472619939,3715.294200790925,0.06621275154798761,-206.3053,102.480385,-15.098529,27.928799,-7.667386,7.188054,-17.891165,-9.440434,-23.44057,-6.82723,-13.826311,-3.3696895,-2.3920457,-10.674216,-4.711944,5.797974,-11.154079,1.9853334,0.45119408,-2.056989,kumudakriya
2242,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-47,0.10088264,0.2683937,1818.5534308298536,2022.5000562439868,3787.4687643612133,0.07013827580785603,-190.0271,100.153114,-20.075912,31.07746,-7.3842077,5.0290656,-22.989298,-10.625729,-20.699312,-3.9588494,-13.858109,-4.1337276,-3.0877807,-8.169771,-3.2280285,4.2980137,-16.23245,3.0791817,-2.3933349,-7.5326447,kumudakriya
2243,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-48,0.072783574,0.26400825,1801.3527618300811,2101.361705250634,3844.1600882232005,0.06833140842685759,-232.84412,96.652466,-9.47718,25.496162,-6.107884,11.425308,-19.087172,-9.811777,-21.18232,-8.176675,-14.433702,-4.34723,1.9494826,-8.354632,-2.9808288,2.4048674,-8.680313,0.02827496,1.0418637,3.1958265,kumudakriya
2244,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-49,0.08467066,0.2949668,1784.4035565465863,2010.1867215448033,3679.4360842867163,0.07183818994291796,-185.43707,106.30431,-22.89588,31.883587,-4.6621375,2.5817673,-16.266582,-14.932947,-26.476635,-0.8138935,-18.659124,-4.7837005,-2.4678504,-12.068813,-6.132838,6.4454193,-18.847551,1.1853863,-1.7640762,-2.5794191,kumudakriya
2245,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-50,0.101387866,0.30408233,1705.679715335452,1981.7057373962925,3461.9623993203368,0.06822369932759288,-166.46239,113.19901,-19.084084,32.170273,0.5037301,-1.8515482,-16.616398,-12.677856,-23.788742,0.7780838,-16.073349,-1.2005595,1.2610503,-9.31334,-5.6903706,6.861903,-19.121227,3.0721087,-4.301815,-6.4080105,kumudakriya
2246,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-51,0.10961628,0.31723824,1926.8133837040377,2062.01343014716,3842.41843208809,0.08031432916505418,-135.80484,102.11262,-24.402233,26.908203,-8.244572,-2.6333444,-24.423874,-11.580032,-23.415144,-0.38553464,-12.7655945,-1.0262434,-2.7952657,-10.876342,-5.780504,5.8514457,-22.693148,4.6646967,-0.86816233,-7.162794,kumudakriya
2247,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-52,0.13179716,0.2654991,2056.6702459021276,2114.1964899568416,4146.02492955447,0.08956446219523993,-137.348,87.41328,-21.651144,32.52592,-10.803992,0.49476203,-24.43181,-11.720753,-26.025862,-0.72648174,-13.789425,-0.43170327,-4.272321,-6.807723,-2.268256,8.165299,-20.96835,3.9701838,-3.008063,-8.286688,kumudakriya
2248,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-53,0.11928629,0.24645618,2097.366752503584,2098.703047846478,4166.124808013255,0.09706932989067338,-160.38898,78.62407,-22.866693,41.632465,-6.7435346,0.48480782,-24.127352,-11.743198,-21.52012,-0.17130575,-15.382025,-3.772191,2.8950098,-1.6595145,-4.603217,1.4914864,-17.468046,2.5570638,-4.653337,-12.647255,kumudakriya
2249,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-54,0.14023237,0.3011094,2184.0793830973744,2203.4972665804,4501.156115458108,0.0999899471507353,-131.94289,82.7736,-12.75509,38.338715,-10.563991,7.4650683,-20.378662,-3.6311965,-16.973711,0.30806863,-8.792909,-3.737837,-2.7295947,-3.7990594,-7.648708,-2.0901475,-14.043576,3.365175,6.217381,0.70520663,kumudakriya
2250,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-55,0.17168543,0.31702524,1951.5525291769861,2069.2205117858157,4019.6340271562985,0.0833940535506966,-116.79228,96.64518,-17.285889,36.974487,-9.71083,5.770937,-23.03835,-6.842829,-19.479994,1.1864113,-8.768863,-0.7859189,-4.2852917,-5.0984154,-3.5233567,0.32098445,-17.711163,4.7166576,0.18114899,-8.659089,kumudakriya
2251,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-56,0.1782732,0.30489093,1913.032846272174,1999.454982394167,3924.359603267705,0.07940919480456657,-110.244,98.76987,-23.96956,38.969204,-9.036049,5.1901903,-24.593477,-9.007038,-19.81326,-0.21722998,-12.120467,0.88735634,-1.6368583,-4.911713,-0.69671655,3.2713299,-20.149347,3.1105168,-1.1528763,-7.5892324,kumudakriya
2252,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-57,0.14087008,0.2862521,2002.2529271810122,2034.7905549995821,4020.667354241244,0.08468089384191177,-137.79642,90.778786,-26.39221,32.609528,-12.468958,4.716152,-19.284227,-11.820199,-24.405626,-3.3890226,-13.960227,-1.4206578,-2.967173,-10.350916,-4.8476896,5.9885035,-18.557196,0.97501916,-1.718773,-7.2789574,kumudakriya
2253,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-58,0.0694686,0.19859836,1890.026628962912,2119.752435849377,4134.175001209365,0.07062051023123066,-236.72905,82.12484,-8.16314,37.355408,-18.204805,9.437811,-17.10539,-15.478875,-22.41443,-12.029474,-16.969648,-8.408546,-6.1976566,-9.024021,-5.268756,-1.0195148,-4.6794424,-0.058606032,-0.50373554,1.1471783,kumudakriya
2254,carnatic/V Shankarnarayanan at Arkay by V. Shankaranarayanan/Ardhanareeshwaram/Ardhanareeshwaram.mp3.mp3-59,0.07285788,0.31183696,1319.2710146693148,1891.4204862292102,2627.1690955528848,0.04125171703296703,-274.07544,123.863686,14.623964,17.382212,4.8470883,12.3535185,-8.670058,-8.656527,-15.150863,-8.386162,-10.404408,-11.027964,-6.5639863,-2.6356144,-3.2198133,0.20986456,0.7885965,1.9884561,-0.57216644,5.3042517,kumudakriya
2255,carnatic/KP Nandini at Arkay by KP Nandini/Ardhanarishwaram/Ardhanarishwaram.mp3.mp3-1,0.115055725,0.26635334,1787.5742328330361,1833.1218444430965,3503.1204837763644,0.08411022457914087,-162.0726,112.412224,-38.788143,31.095583,-12.29062,-17.54158,-7.9381394,-22.5867,-14.095225,-3.0128253,-12.572954,2.3430536,-15.397866,1.0660495,-3.537405,-5.3861003,-17.2282,3.636279,-15.162251,-7.5669036,kumudakriya
2256,carnatic/KP Nandini at Arkay by KP Nandini/Ardhanarishwaram/Ardhanarishwaram.mp3.mp3-2,0.11266908,0.2859041,1848.1611235364269,1891.490033842532,3566.7617656129064,0.08569487108165634,-159.97731,105.11414,-37.733788,32.472473,-9.996982,-17.80845,-9.572772,-18.181341,-19.8696,-1.9193234,-12.660197,-2.9157326,-13.807983,-1.6529076,-5.211738,-6.251891,-16.470367,0.45673198,-15.651016,-8.109518,kumudakriya
2257,carnatic/KP Nandini at Arkay by KP Nandini/Ardhanarishwaram/Ardhanarishwaram.mp3.mp3-3,0.032115787,0.31122696,1576.837564389802,1790.6394894645787,2973.973683454673,0.08398210744001548,-316.51935,127.53663,-28.193958,21.604292,-1.6049839,-11.877261,-8.032014,-11.956153,-17.069283,-3.1811304,-5.3229365,-4.330088,-7.3251233,-2.3123946,1.7803645,6.0099797,-3.3818398,6.5945354,-5.72587,-12.037866,kumudakriya
2258,carnatic/KP Nandini at Arkay by KP Nandini/Ardhanarishwaram/Ardhanarishwaram.mp3.mp3-4,0.04093986,0.25724784,1477.5790707497051,1631.9907901905726,2810.1913404907605,0.07854298689047988,-331.38638,123.378334,-35.171364,21.38643,-1.8392493,-21.871588,-2.1371377,-16.071308,-21.85427,2.6936314,-5.1524134,-8.29829,-5.082397,-0.19145884,-0.6312027,6.809407,0.3943714,8.721718,-0.7387665,-11.181692,kumudakriya
2259,carnatic/KP Nandini at Arkay by KP Nandini/Ardhanarishwaram/Ardhanarishwaram.mp3.mp3-5,0.08550822,0.2383523,1887.5689944592132,1868.3924521737295,3600.3532291565884,0.09531952943595201,-209.65952,100.42183,-44.780067,26.037085,-16.235346,-20.74625,-1.234942,-22.669985,-12.416878,-1.3458023,-10.811229,-2.038648,-16.302284,-0.21740142,-5.093068,-3.574016,-11.259142,9.584488,-8.169252,-3.5542858,kumudakriya
2260,carnatic/KP Nandini at Arkay by KP Nandini/Ardhanarishwaram/Ardhanarishwaram.mp3.mp3-6,0.104676925,0.30865133,2007.06487611665,1898.7075727418983,3802.035342945772,0.10640336264028638,-151.67104,105.537704,-46.596474,31.160435,-11.390417,-17.614275,-3.9244964,-26.452333,-10.31355,-3.0138497,-9.398352,2.6523612,-19.899353,0.9814419,-7.1402516,-7.4032283,-16.302637,7.50549,-11.99412,-5.3205795,kumudakriya
2261,carnatic/KP Nandini at Arkay by KP Nandini/Ardhanarishwaram/Ardhanarishwaram.mp3.mp3-7,0.091190696,0.27840358,1827.9216111427527,1829.954184185309,3527.6203356291117,0.09168085151412539,-190.6935,108.76277,-37.948498,35.19062,-12.423284,-15.95594,-6.6136184,-18.0387,-16.689646,-2.9198015,-9.794737,-2.7669396,-12.5245075,-2.2392642,-4.9365892,-5.384498,-12.5953455,4.577827,-7.9643245,-3.7770717,kumudakriya
2262,carnatic/KP Nandini at Arkay by KP Nandini/Ardhanarishwaram/Ardhanarishwaram.mp3.mp3-8,0.121245466,0.2698204,1843.69947609441,1833.700416798476,3528.5036636210816,0.09200473466524768,-156.81598,106.1658,-44.501106,27.018105,-14.463381,-14.959973,-9.64316,-22.54758,-16.221468,-3.7619848,-9.872444,-2.150391,-14.780585,-2.6084802,-8.533608,-5.827291,-14.569938,7.9269476,-7.738446,-2.7513158,kumudakriya
2263,carnatic/KP Nandini at Arkay by KP Nandini/Ardhanarishwaram/Ardhanarishwaram.mp3.mp3-9,0.13499242,0.2838888,1859.193177193731,1813.9521124605428,3457.7707579999515,0.09648429941466719,-147.71692,107.74342,-38.100754,34.837097,-9.812715,-14.039028,-13.050889,-16.280977,-17.485203,-3.1052022,-8.0022545,-3.6203969,-11.418215,2.2124312,-2.086566,-0.68571514,-10.208409,5.6722817,-9.711261,-5.553189,kumudakriya
2264,carnatic/KP Nandini at Arkay by KP Nandini/Ardhanarishwaram/Ardhanarishwaram.mp3.mp3-10,0.12135188,0.29457003,1736.226354493024,1766.131546659061,3389.837835447707,0.08411438177244582,-158.77724,115.39058,-43.03266,36.09793,-9.429937,-17.135706,-8.164739,-20.797329,-17.78772,-3.076051,-12.291626,-3.0479434,-16.665329,-4.4534454,-6.703687,-6.8147774,-16.874798,5.326996,-11.858453,-7.6963873,kumudakriya
2265,carnatic/KP Nandini at Arkay by KP Nandini/Ardhanarishwaram/Ardhanarishwaram.mp3.mp3-11,0.09767927,0.25066796,1725.3654136213797,1831.250307429419,3418.179330737229,0.07675199242937307,-190.13242,112.636444,-35.30889,32.612164,-11.851546,-17.900204,-6.1598,-17.751684,-18.633665,-2.3231053,-9.45249,0.15695484,-11.573895,-1.575498,-3.6931722,-4.6583233,-13.077626,3.2507317,-10.249359,-8.94029,kumudakriya
2266,carnatic/KP Nandini at Arkay by KP Nandini/Ardhanarishwaram/Ardhanarishwaram.mp3.mp3-12,0.12054332,0.24652062,1855.3477840712078,1842.0108977918624,3573.178393479102,0.08597226925309598,-164.25258,104.86864,-41.076805,34.065853,-12.906671,-16.478512,-5.763877,-17.755777,-23.10087,-6.994691,-12.676255,-3.6452935,-14.4650755,-2.7751303,-4.527958,-4.5883074,-20.109423,7.7060924,-10.235653,-7.1324434,kumudakriya
2267,carnatic/KP Nandini at Arkay by KP Nandini/Ardhanarishwaram/Ardhanarishwaram.mp3.mp3-13,0.13064823,0.28319785,1695.3588227920632,1839.7981644135427,3338.7602707435344,0.07287417256773399,-157.69423,112.30757,-25.536816,40.036057,-10.830556,-7.3398,-6.2054343,-14.773548,-21.316317,-7.2442045,-10.317116,-6.853165,-14.723759,-5.054756,-9.842676,0.708607,-12.662786,6.497204,-7.092877,-2.8958855,kumudakriya
2268,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-1,0.06950801,0.22823612,1914.3930658894863,1921.3261919456568,3684.1693889984035,0.09272128362035603,-254.79543,79.44259,-42.56926,34.741615,-21.172129,-29.464808,-17.791252,-18.129625,-12.608022,-11.216176,-12.924515,-6.8868237,-14.972434,3.331383,-8.35002,6.2616415,5.8115163,4.2092566,-3.5420659,-3.1941462,kamavardani
2269,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-2,0.066953264,0.21000905,1917.7165845274426,1945.239056640745,3660.561198420569,0.08918313419117647,-240.67331,82.078865,-44.018326,32.359737,-19.06188,-30.094809,-20.034395,-20.129639,-11.42125,-12.469533,-14.426333,-3.504545,-14.413426,6.884857,-11.545649,4.2831445,5.2566442,5.073499,-6.2596283,-4.7957644,kamavardani
2270,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-3,0.08691841,0.23485304,1987.5891914228503,1925.7554694676799,3698.169304342831,0.09005009795859133,-214.21982,78.81356,-48.583984,30.811134,-22.52202,-35.274055,-23.788004,-20.7118,-12.658324,-11.096879,-15.265788,-6.659664,-11.896899,6.5621586,-14.467084,4.270893,3.9340549,2.4692376,-7.325983,-1.1930995,kamavardani
2271,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-4,0.07727263,0.20660335,2000.5101295097604,1938.8036471867317,3755.735622913845,0.0863860989502709,-229.80249,73.695435,-43.44061,35.914745,-25.228193,-31.339203,-27.021675,-14.969076,-19.44262,-16.485172,-18.590204,-4.6933756,-13.826368,3.2688904,-15.620158,5.344805,3.5498598,4.7225404,-9.654173,-3.2489305,kamavardani
2272,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-5,0.083156705,0.22832505,1943.59660701425,1882.0466690771843,3694.885990863245,0.08466691055534056,-213.84448,81.07378,-48.880474,26.274134,-31.597916,-31.901817,-26.486715,-19.263962,-13.326962,-12.824471,-18.665062,-8.529493,-12.086808,0.07891824,-19.147165,4.689779,5.6606426,6.1732564,-0.306912,-0.16206308,kamavardani
2273,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-6,0.083489306,0.22171439,2171.9945746691083,2007.6834448684535,4050.49217389464,0.09103648655185759,-212.93245,66.37866,-44.318184,30.077501,-29.550974,-30.522661,-26.18214,-17.37005,-17.692253,-12.907869,-17.925507,-5.392748,-9.080809,1.4839699,-16.077581,6.3054137,7.8619814,13.134424,6.0661626,8.397775,kamavardani
2274,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-7,0.09568371,0.22675493,2146.003886507491,1982.7972764106007,3915.467990367405,0.09082938273993808,-197.35359,67.520996,-46.124,32.786457,-26.977623,-35.346478,-26.746197,-16.095812,-16.308537,-14.839732,-20.21861,-3.1415727,-12.125431,-0.56051666,-17.796587,6.116209,6.7511573,8.384474,2.0990927,7.656174,kamavardani
2275,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-8,0.078769565,0.193075,2104.3572099228913,1978.2884850944652,3949.817782658911,0.08921714759094428,-238.11441,61.925274,-44.73394,29.63264,-29.730837,-28.069118,-23.490887,-17.018675,-21.283554,-15.322413,-11.316264,-2.7109919,-7.0305896,1.6678059,-15.516798,9.281974,16.014143,19.502262,16.348038,9.462419,kamavardani
2276,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-9,0.081155136,0.21231699,2215.8410943679824,1985.8524966963953,4054.4838164243906,0.09924165235584366,-210.43486,62.714905,-48.920364,30.299536,-32.820507,-31.683903,-25.731134,-17.394775,-15.681267,-11.338651,-16.60473,-1.9781924,-8.175083,0.7032144,-15.742591,8.025267,13.710465,14.428272,8.310641,8.342461,kamavardani
2277,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-10,0.08836578,0.19932982,2219.3671308859007,2038.3797070221567,4181.524714892124,0.09470804409345976,-225.39088,53.825882,-41.09475,26.425041,-32.81223,-30.212187,-25.261047,-17.76737,-21.181807,-13.384155,-14.127987,-1.8935921,-5.247477,7.377375,-2.4497833,21.246656,17.710752,13.491803,6.8503265,2.0701218,kamavardani
2278,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-11,0.08421665,0.20520023,2258.764404326277,2016.5863236212078,4153.783215974507,0.0995470171004257,-216.47025,56.937492,-43.937683,30.833014,-32.056416,-34.74619,-26.919277,-15.239226,-19.397652,-11.26751,-14.705264,-0.58705604,-6.7857065,5.255318,-4.495131,17.215511,14.316137,11.887267,4.7732024,2.816859,kamavardani
2279,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-12,0.08030811,0.188456,2374.477295738871,2123.771165651673,4467.3313199920185,0.10268267463235294,-225.8731,46.215492,-41.35523,25.64571,-34.251434,-27.698698,-26.954262,-16.011957,-20.729717,-14.202954,-13.793034,-0.17672493,-0.48713028,10.890545,-3.4003665,18.538624,14.875816,13.935952,13.236276,6.1676545,kamavardani
2280,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-13,0.08854328,0.22468951,1895.5513815868148,1977.3385480080321,3742.0273724724266,0.0767028619630418,-209.95941,81.424126,-41.86097,28.649694,-20.052792,-31.730488,-22.48899,-24.308014,-13.569269,-15.481167,-19.837742,-2.2321372,-16.435486,6.319557,-14.447876,0.4930625,6.6544466,6.795281,-4.3495317,-5.539971,kamavardani
2281,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-14,0.08361288,0.24103759,1810.5760253446888,1898.3107168602605,3495.103865585091,0.0792432849990325,-215.56596,90.43531,-43.895763,26.985899,-19.136108,-32.503616,-26.15267,-21.825497,-9.954376,-15.444366,-15.937451,-5.226871,-14.688888,4.768974,-15.311299,3.4322827,6.7939725,6.777401,-3.6298196,-4.233702,kamavardani
2282,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-15,0.090180375,0.2272073,1936.9409772835884,1951.1753465563138,3708.2609099869387,0.09019937899090558,-211.54668,79.99188,-44.51331,30.821743,-19.06298,-30.93042,-18.50935,-25.75987,-11.074953,-14.1174555,-15.438815,-1.0386088,-16.51732,5.302379,-12.798844,0.08903867,7.513256,7.491412,-5.804108,-5.8872223,kamavardani
2283,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-16,0.05011149,0.22144023,1845.721205017676,1960.1010522639172,3644.927959619292,0.09372089964686532,-266.97833,88.31738,-37.13067,33.17317,-15.733229,-23.721169,-12.5852995,-18.896288,-9.482221,-18.144451,-10.101752,-0.45308593,-15.22068,7.8813787,-10.120129,4.2554197,7.899263,5.9050007,1.3302572,-6.482578,kamavardani
2284,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-17,0.04796315,0.22507337,1785.3946574359354,1709.6687414828543,3304.988348520946,0.10160633949303406,-291.36404,88.1685,-50.3912,25.039415,-26.01128,-28.138351,-8.260248,-14.282254,-17.283087,-17.665531,-5.3896866,-5.5825944,-12.048735,2.7265232,-9.0520525,9.832439,14.692688,16.574406,15.481748,0.17501265,kamavardani
2285,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-18,0.044986714,0.23623772,1891.0562197672143,1811.6496280995425,3536.3369495876063,0.10620343943498452,-275.1822,87.77666,-50.981575,24.117971,-31.237455,-25.272219,-8.270476,-14.333845,-15.965975,-18.79508,-9.3840275,-5.351083,-13.064326,5.155822,-10.72631,10.176203,12.237088,12.601077,8.493826,-3.509621,kamavardani
2286,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-19,0.055675227,0.21421674,1909.6313534898113,1889.4270838287423,3576.2867080168826,0.1009321183243034,-276.21527,76.958336,-50.044704,17.607882,-28.518034,-26.436901,-10.470025,-16.69846,-14.7682495,-21.516699,-7.4357343,-5.19182,-7.8220205,11.0301285,-2.597892,15.921887,16.678938,19.062536,12.576654,-3.7780638,kamavardani
2287,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-20,0.04328099,0.19627067,2075.4180059349533,1945.249647306401,3729.5024482089298,0.11852082527089783,-279.15317,72.8423,-50.95564,14.697559,-26.559158,-26.53484,-8.812924,-17.852488,-14.799874,-22.15172,-4.1500964,1.3798765,3.8114448,17.476389,-2.006173,5.5070863,8.888018,13.227965,7.067442,-7.656931,kamavardani
2288,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-21,0.041438058,0.18268462,2195.817481923305,2002.006831224798,3938.5845172515965,0.1166848575367647,-275.7787,67.81022,-51.998783,12.699563,-27.53591,-26.286934,-12.170746,-16.750244,-12.66945,-14.610473,3.2791653,4.142089,2.7754838,10.060228,-5.7339735,6.898214,7.7571063,15.352557,6.605752,-4.54168,kamavardani
2289,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-22,0.053964727,0.18169574,2279.4287048005967,2022.4227210974627,4101.050201510498,0.12041423785797213,-262.1688,58.12876,-50.20915,16.444828,-34.138966,-28.627981,-10.42774,-12.562989,-4.824744,-7.114356,4.0203004,-4.12596,-10.128373,3.263478,-0.09269551,14.122164,10.620311,16.061892,9.611103,1.2269697,kamavardani
2290,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-23,0.05485908,0.1809105,2067.528025716,1946.5666871847652,3767.8188831813563,0.1058602820239938,-261.74057,71.89559,-50.85247,14.891133,-30.0237,-25.81122,-8.278706,-14.409358,-11.532994,-16.7722,2.6479642,1.266488,0.44227415,9.796981,-2.628342,10.828406,10.442345,17.112799,8.498661,-3.845864,kamavardani
2291,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-24,0.05003889,0.22987628,1853.9846767150104,1836.9087261425104,3475.6206500640965,0.09972124129256967,-260.79654,90.62948,-46.623386,21.176165,-23.141867,-23.269552,-7.662215,-10.551384,-13.704145,-15.505232,-6.7290077,-4.226374,-11.032637,4.2620764,-7.2472024,10.695664,13.779747,12.850441,9.77654,-3.5540593,kamavardani
2292,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-25,0.03540612,0.25840443,1883.297703194672,1840.1897014370652,3550.2618653855457,0.11890895595491487,-304.15872,94.24028,-39.85768,45.01327,-14.359204,-19.484072,-7.765328,-7.248629,-13.358356,-8.520404,-5.2322707,-5.490162,-14.061071,7.6744123,-6.147221,6.3429723,8.9127245,-2.6988394,1.4479342,-4.7037115,kamavardani
2293,carnatic/Akkarai Sisters at Arkay by Akkarai Sisters/Apparama Bhakti/Apparama Bhakti.mp3.mp3-26,0.12073902,0.28342766,1893.6824318722338,1977.8893484343803,3743.5440299680727,0.09307351127128483,-135.57693,103.69684,-30.002066,29.118355,-15.756736,-8.812998,-1.2841009,-17.510603,-5.08682,1.2642274,-7.6641803,-2.96461,-13.4037485,1.2533182,-3.4480476,-5.9616647,0.7365042,-5.1781974,-8.681214,-3.5596654,kamavardani
