,rmse,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,raga
746,0.07292319,0.27317414,1939.4437805390116,2225.0401835117013,4291.452813246077,0.07707516200545703,-174.22498,106.33326,-11.199762,15.442142,-13.2485075,11.145536,-9.937039,-10.8068075,-8.28519,-7.2307286,0.01822732,3.0233176,-9.349318,kapi
747,0.059406985,0.2735275,2133.567314943689,2359.0225341425494,4690.522114544253,0.09573376747953616,-187.08081,98.873146,-4.630049,18.664799,-9.203077,13.807161,-9.881161,-5.81132,-8.083401,-8.95097,0.46699896,2.9846647,-8.670019,kapi
748,0.07550131,0.28793013,2073.735605129591,2291.3332172108185,4487.42552545191,0.0899017042547749,-157.02605,102.07496,-10.19167,14.152814,-7.2647905,12.128017,-12.948708,-7.980296,-6.2236986,-7.1300755,0.7848163,3.6384034,-8.199554,kapi
749,0.09111742,0.28541988,2098.734130966181,2273.0425281966145,4415.878300061818,0.08711257247612551,-138.34631,98.58051,-12.505898,17.380667,-6.9966307,10.500728,-15.4446335,-11.060573,-5.5177774,-3.0539637,-0.2609748,3.939246,-7.2322607,kapi
750,0.017162042,0.2194624,1702.7433735108539,2051.194208389166,3541.0785875822367,0.059503419480456655,-400.8563,100.22048,-12.775129,20.188103,-6.2488866,7.633396,-11.925339,-15.7390175,-12.879196,-10.146031,-4.9572983,-2.4948323,-7.6331162,brindavana saranga
751,0.019547123,0.22956823,1539.1719939346608,1935.3199635990272,3204.788954412974,0.050121390044504645,-356.23148,117.9857,-15.986401,24.669064,-3.9488907,8.54495,-6.3651996,-12.154348,-9.450064,-7.792305,-0.61076707,1.3369431,-7.31429,brindavana saranga
752,0.024980938,0.2182103,1696.378549202623,1958.6100823539093,3499.7788373161766,0.06845763593266253,-315.57855,111.7797,-22.311872,17.301678,-12.266256,8.432962,-12.816872,-12.857558,-10.125943,-9.357482,1.6919327,1.3550186,-11.285569,brindavana saranga
753,0.029078672,0.23666538,1730.3220416322208,1978.0232510107744,3632.2613695457626,0.07426258949303406,-293.80905,113.355774,-18.389856,18.661835,-13.364756,11.601852,-13.223197,-9.953847,-6.6354218,-11.137587,5.5662217,1.329377,-15.872324,brindavana saranga
754,0.024988614,0.23602812,1713.5363226963493,2008.1097869111668,3608.911510739164,0.07301014052825078,-307.1738,112.32468,-17.412197,17.781801,-11.083377,12.314243,-6.161715,-9.764313,-12.378916,-10.185006,-0.2277283,0.91999555,-10.1747265,brindavana saranga
755,0.031508412,0.2457863,1717.976654572545,2008.0986775563786,3682.019401999081,0.07303470576141641,-285.92877,112.81973,-16.25803,19.50166,-11.911075,16.20597,-10.633419,-9.145211,-4.6871276,-8.3458605,4.4802146,1.6311368,-16.346554,brindavana saranga
756,0.039284397,0.23082979,1848.7954150336657,2113.3313788877863,4022.059012492744,0.073795850062887,-267.3062,103.35696,-11.707933,20.36867,-11.854735,14.94022,-9.844664,-9.950891,-5.2368956,-10.445013,3.092074,0.41859794,-14.965953,brindavana saranga
757,0.037981167,0.2644361,1711.139166615659,1990.1075391324594,3608.6531789679275,0.07469191418343653,-260.9982,117.04961,-13.905268,22.443336,-10.036677,13.812134,-10.614307,-9.428213,-6.2876716,-8.721698,3.8896775,2.673996,-14.245256,brindavana saranga
758,0.041019518,0.25421906,1671.0288526619145,1896.4889860029464,3385.0128646236453,0.07801011029411764,-256.9189,116.52815,-20.52973,25.556568,-5.0787225,10.391855,-9.445568,-8.668425,-5.558364,-10.587816,1.6652497,3.5126107,-11.681443,brindavana saranga
759,0.0432784,0.28904954,1683.4724650708342,1987.5891513079016,3524.3786885642417,0.07170893902380031,-240.84152,118.74555,-14.5905695,20.694632,-10.120608,13.71666,-11.30774,-7.623469,-6.6419387,-7.8076973,4.6023874,5.1573596,-12.70436,brindavana saranga
760,0.028041834,0.22134182,1683.2867287453073,1969.2956494382156,3368.612963791602,0.06629362785410217,-309.9754,111.250824,-19.721691,21.728071,-3.5215788,6.8070707,-12.248971,-14.654408,-10.260102,-13.808264,-4.5143175,1.1405959,-12.036041,Purvikalyani
761,0.040833402,0.25808677,1606.8250361624464,1913.3857390231312,3195.272345291941,0.0630253180630805,-253.35826,123.51734,-18.652763,19.035496,-6.129081,5.8003497,-13.025719,-14.146309,-7.43981,-12.483576,-4.9903774,2.4659455,-13.385624,Purvikalyani
762,0.040021937,0.26889607,1663.7475728771474,1968.0978713806858,3435.637558503048,0.06566097861842106,-254.91217,119.956024,-14.913476,19.076782,-9.240756,8.568473,-16.973696,-14.705114,-7.31691,-15.533939,-3.7018454,1.5176711,-13.784856,Purvikalyani
763,0.04333492,0.2732402,1721.7490402451801,1985.1689876178089,3489.403900052003,0.0715585242114938,-241.84511,117.92787,-17.503931,15.939944,-9.65108,7.4797263,-17.503021,-13.550104,-6.9414,-13.651132,-1.6317706,1.3394477,-13.837971,Purvikalyani
764,0.047820944,0.28130394,1662.9521621805688,2010.140453187214,3434.695897530476,0.06988544286958204,-232.97058,120.86632,-10.369908,18.34626,-6.130742,10.71795,-10.925201,-10.289208,-5.9811273,-9.934725,-1.3351908,1.7838596,-11.291223,Purvikalyani
765,0.039408024,0.2852528,1639.413360977575,1903.3468674200367,3272.1052140274282,0.075748975062887,-254.14853,123.32689,-20.162193,19.675188,-7.648829,11.0340185,-13.919293,-12.217936,-5.1660075,-10.704292,2.30399,1.6092155,-13.905927,Purvikalyani
766,0.052204233,0.25908306,1752.8223862171494,2082.334188338825,3719.327509735391,0.07525351320626934,-225.094,112.953125,-8.912032,20.368357,-7.38019,13.251551,-8.424523,-9.94119,-5.735787,-12.780222,-2.7118435,3.1830459,-12.726524,Purvikalyani
767,0.031832997,0.28439182,1561.3061117620616,1894.399533491636,3169.8308324666214,0.06086395547116873,-303.5291,119.24241,-14.648114,23.422068,-5.279928,8.0018,-12.726216,-11.020031,-6.9079385,-10.483603,-1.635209,-0.77353865,-9.577461,Purvikalyani
768,0.032706156,0.2902318,1840.001951207808,2063.097202991769,3723.87748222233,0.09289475195917182,-274.914,108.875824,-13.328544,22.36954,-4.72713,9.135285,-9.032222,-5.76669,-6.1830645,-5.640369,-1.0085597,3.8404517,-0.48238572,Purvikalyani
769,0.04227383,0.26381332,1768.8852569357289,2001.2102097659213,3557.10349068184,0.0834677492501935,-249.30258,113.92657,-14.584744,20.875475,-6.273973,6.280951,-11.461843,-7.446679,-7.5759726,-6.1713567,-0.62549484,1.4851147,-6.371445,Purvikalyani
770,0.017533448,0.24185604,1718.3627884919083,2006.1470901707344,3533.3786341428017,0.07074711566369969,-376.79846,107.26224,-19.466856,23.234934,-8.116707,5.1388464,-7.4829054,-6.0980144,-8.751771,-12.019588,-3.277068,5.483247,-5.1089873,sindhubhairavi
771,0.02311961,0.2640901,1743.8618038433883,2015.4135627454903,3676.052771411813,0.07426788046633127,-317.21973,112.075836,-18.133072,23.243307,-7.3479624,9.618817,-11.158739,-8.381568,-4.2345676,-9.979157,-0.8342051,3.1491878,-9.004782,sindhubhairavi
772,0.019598367,0.24276806,1902.3336288217301,2150.625904748514,4020.292356508804,0.08348362217008513,-328.8522,102.23818,-14.631852,23.890781,-1.475112,13.233592,-6.2507973,-4.8609915,-0.48156255,-5.5901318,1.2426909,2.497663,-4.604686,sindhubhairavi
773,0.023854075,0.256424,1797.8911547327214,2083.5836238950037,3811.735284291554,0.07479848950270898,-318.4631,106.459114,-15.342943,24.038692,-0.915766,15.131476,-7.980142,-4.514757,-2.1540134,-8.206062,-0.48707274,5.46748,-7.87965,sindhubhairavi
774,0.02800282,0.2557613,1716.2948396912425,2056.342372806324,3652.1612492139125,0.06840397034636223,-302.79767,111.89597,-10.899177,26.643642,-2.7933176,14.522503,-4.9369617,-5.776668,-1.6382556,-6.141715,0.5155194,4.2951684,-8.368381,sindhubhairavi
775,0.028861253,0.25202772,1671.6582185498326,2026.3668006626806,3544.7035656624903,0.06530005865421827,-303.28558,115.31806,-12.157176,22.09321,-5.1345716,14.7485485,-7.1166162,-5.8847694,-1.4416605,-7.90469,1.0021129,4.720171,-8.911485,sindhubhairavi
776,0.033874635,0.26304454,1719.7173266853686,2048.5208973268705,3641.9196444768286,0.06902490385545666,-280.48422,114.562805,-10.498582,21.60693,-6.744303,14.850792,-5.5406203,-4.0902586,-0.9553691,-5.918837,1.6096857,3.894236,-9.713379,sindhubhairavi
777,0.020996789,0.29071084,1738.612516030395,2048.077802972837,3659.319539262045,0.07453772010448917,-326.0823,113.09881,-12.059427,26.581379,-3.3439481,12.687046,-6.0051045,-2.0427177,-1.705476,-5.505314,-0.019288622,1.4749528,-6.436318,sindhubhairavi
778,0.032913968,0.26747194,1905.4336464765406,2149.334371512008,4069.0753948577785,0.08100706874032508,-277.16418,103.06331,-13.55974,24.487547,0.91812694,13.754048,-12.215384,-2.3275096,0.7040234,-7.699928,0.69213265,4.0249543,-6.245392,sindhubhairavi
779,0.029242223,0.27192122,1683.1994969395303,1984.1422594549788,3509.4454455301857,0.07067379789086688,-301.9435,115.17335,-14.416386,26.608477,-1.7197608,14.117408,-7.2370176,-5.3952336,-2.3465698,-8.214919,0.20428826,1.9525192,-8.569024,sindhubhairavi
780,0.07383501,0.22306347,1994.4437140284492,1875.5110306613033,3807.4519768587943,0.09675111563951239,-220.84496,81.57787,-51.3445,24.377867,-27.51678,-27.946774,-17.420298,-19.7116,-8.224056,-0.8406934,-11.071611,-11.559574,-14.51034,sindhubhairavi
781,0.08120858,0.2274497,2069.5032439556426,1974.8212357657073,3856.5183468278346,0.09642458700174149,-205.912,78.36749,-44.84987,24.251036,-24.327341,-28.77075,-18.311579,-18.298832,-7.4821506,-7.222115,-12.9043,-11.697442,-10.698342,sindhubhairavi
782,0.09881346,0.25886583,1576.4174699240023,1828.7827605612063,3139.9226799837943,0.06934500773993808,-199.37769,112.88306,-30.805128,32.87116,-9.176722,-19.38071,-9.764654,-15.899399,-11.099053,-10.073345,-10.020597,-7.690067,-13.712294,sindhubhairavi
783,0.15009008,0.26516107,1818.403122022322,1982.9264001583258,3604.5948701746324,0.08099119582043343,-128.36783,102.58214,-26.842897,31.761635,-8.5487795,-14.859611,-5.5895567,-17.232086,-12.547664,-5.3925934,-12.626814,-1.814314,-13.986603,sindhubhairavi
784,0.14549349,0.27125227,1709.7213674639327,1916.0099986315,3432.137579666941,0.07420703427341331,-133.802,110.78739,-27.174227,31.898272,-8.664765,-14.354355,-6.9759183,-16.083485,-10.892394,-3.4454184,-10.74257,-3.8485148,-14.684076,sindhubhairavi
785,0.16058555,0.28917924,1899.1779211731264,1962.7471433854225,3739.510721023607,0.08895033136609908,-107.12084,101.909294,-31.88257,31.621387,-12.094036,-14.361484,-6.352121,-15.127232,-7.662427,-5.3899517,-14.966703,-1.8647742,-16.067867,sindhubhairavi
786,0.15945512,0.2691426,1940.978386564729,2000.4054769391335,3776.243832236842,0.08796545447948917,-111.27377,99.12615,-28.095451,37.65221,-9.391742,-17.141445,-6.303883,-13.893706,-9.790138,-5.7740483,-13.903072,2.000162,-15.376522,sindhubhairavi
787,0.16257405,0.25076577,1762.7023958995562,1907.2449056024593,3461.5040687584656,0.07477052292956657,-127.55531,105.380974,-30.28492,30.026094,-9.976082,-15.375814,-9.062921,-14.478,-9.421315,-6.7652864,-13.207329,-4.57318,-16.674227,sindhubhairavi
788,0.15583356,0.27036303,1916.5241120905953,2014.3708095941558,3729.802446394882,0.0865761960623065,-113.01127,99.91399,-26.256298,32.797115,-11.933461,-14.156354,-7.3024697,-15.172368,-12.423487,-4.8182673,-14.973509,-3.5467253,-16.99166,sindhubhairavi
789,0.18761377,0.27421433,1864.1870680495992,1966.5305735717727,3669.819475770366,0.08307130417956657,-103.39251,101.109314,-29.017778,31.76458,-13.220184,-16.314056,-6.7867584,-15.8495865,-11.741059,-6.326437,-16.177345,-1.2759315,-14.960039,sindhubhairavi
790,0.11973787,0.2802357,1763.7567317519959,1894.499115697244,3413.943557739258,0.08205362955729166,-174.04477,100.254105,-31.74015,28.147106,-6.3073626,-9.422965,-8.468631,-19.367554,-12.690848,-0.057133675,-11.985581,-7.690927,-12.508846,sindhubhairavi
791,0.11973787,0.2802357,1763.7567317519959,1894.499115697244,3413.943557739258,0.08205362955729166,-174.04477,100.254105,-31.74015,28.147106,-6.3073626,-9.422965,-8.468631,-19.367554,-12.690848,-0.057133675,-11.985581,-7.690927,-12.508846,sindhubhairavi
792,0.13718805,0.30023026,1642.8565054202986,1871.6724213796347,3194.3946075439453,0.07061208089192708,-158.14775,112.35469,-23.04909,33.034622,0.3574253,-7.4270673,-4.3369913,-13.394293,-9.595712,0.14776675,-12.889457,-5.555525,-10.572035,sindhubhairavi
793,0.144345,0.28947347,1617.5547289559113,1842.5456316196248,3169.9118041992188,0.07129058837890626,-156.45534,112.51743,-23.160156,36.035873,0.064417645,-6.9963617,-3.3269858,-12.992046,-8.344289,-2.3790724,-11.455129,-4.9188523,-9.689484,sindhubhairavi
794,0.11232832,0.3055126,1520.0834558826036,1808.275163178193,2915.8872985839844,0.06796366373697917,-188.06021,117.346596,-15.7612915,36.05286,2.3081117,-3.933967,-3.0168562,-11.152663,-11.156409,-3.116687,-13.641612,-6.724361,-7.6752195,sindhubhairavi
795,0.14896199,0.2925948,1612.722097626856,1875.8955543260565,3155.0628662109375,0.07167714436848958,-152.6319,113.0028,-20.24999,33.240242,1.8185471,-5.9141083,-0.9037406,-11.186812,-7.7777166,-0.85799825,-13.640539,-4.1170464,-8.872711,sindhubhairavi
796,0.14913765,0.2846328,1539.256310525129,1900.7681520200056,3049.808120727539,0.05984090169270833,-164.98067,114.82209,-13.570572,37.502377,6.1216693,-6.118654,-3.6352963,-12.785646,-9.494651,0.023770904,-11.064624,-1.8340937,-9.255426,sindhubhairavi
797,0.14053427,0.26751158,1547.187644183482,1848.6084423014845,3116.2918853759766,0.06700897216796875,-169.05795,115.05712,-16.793606,40.34541,1.1065896,-6.2003684,1.3143309,-12.935874,-11.568809,-2.9504013,-14.467692,-2.8144944,-7.7329187,sindhubhairavi
798,0.13885722,0.29041097,1514.7647966752772,1791.3360193530414,2951.0694122314453,0.0650909423828125,-178.52238,115.71532,-19.081665,35.596188,-0.9036012,-9.769852,-1.9433634,-13.831768,-11.373546,-6.4208775,-12.52134,-4.8065677,-6.903334,sindhubhairavi
799,0.16504166,0.2888253,1690.7760426570019,1861.7528508230237,3285.596694946289,0.07952829996744791,-144.34912,111.4885,-23.087358,38.820015,0.50231546,-8.763511,-3.1314142,-13.165662,-7.8919277,-0.28778177,-12.479769,-4.3384233,-9.292261,sindhubhairavi
800,0.058114298,0.2425525,2143.3740859533436,2127.1009011325714,4315.615570729731,0.0932277053502322,-246.2811,75.36956,-33.47022,22.961805,-16.791832,-1.0211097,-19.373446,-14.17654,-23.51221,-8.415045,-19.58243,-5.96676,-7.215557,maund
801,0.115741916,0.2707191,1855.2305045787652,2040.1727910294553,3759.0272696763736,0.07860610064338236,-161.0904,99.45478,-15.439976,33.15383,-9.745483,5.3986173,-16.736673,-8.703071,-22.984959,-3.473211,-14.895175,-0.15521893,-5.027349,maund
802,0.09939991,0.26774722,1886.3728395988007,2048.97500308424,3900.434747938032,0.08461211118904799,-184.87462,95.31971,-14.409926,33.527046,-10.328309,10.751525,-13.722563,-7.524786,-21.235933,-1.5553429,-14.459093,-1.7229081,-8.699682,maund
803,0.123894066,0.26873744,2140.956861268549,2169.9068502148675,4445.564784944611,0.09748240373452012,-143.02686,86.5922,-14.892773,30.502588,-16.62261,10.319971,-21.373642,-3.5213377,-22.457357,0.90231276,-11.170847,-4.956584,-8.391737,maund
804,0.12533687,0.26672646,2081.2445695817673,2124.6571321479432,4297.665679270269,0.09421182638351393,-142.3028,89.53518,-16.351284,31.935051,-16.517439,9.193924,-20.19354,-4.3478727,-22.801783,1.4043996,-10.545996,-4.5332036,-6.529523,maund
805,0.086596295,0.2770212,1843.1682360747386,2033.0271787158172,3724.7441436484132,0.07855999359036378,-198.08702,96.69525,-18.663183,30.446686,-11.967734,4.7381,-15.466435,-11.053665,-27.959732,-5.912027,-16.168629,-4.9491706,-5.5817733,maund
806,0.101646036,0.29187092,1793.6148783771139,2005.4972017299817,3608.2698479525443,0.07525956003289473,-174.13998,103.57473,-17.341425,32.603737,-7.0716352,6.635851,-15.426461,-6.5292325,-24.235037,-1.0397059,-14.342804,-3.1515882,-4.09701,maund
807,0.12843183,0.24939,2065.729482323289,2100.142541736374,4226.26611101369,0.10438296669407894,-157.87077,84.66667,-12.258934,30.181883,-17.941978,15.357748,-12.8196335,-3.3633394,-22.11619,1.0649245,-8.303785,-6.3244357,-6.0932827,maund
808,0.114172,0.27790615,2083.1167442105884,2122.5348436423433,4281.257445155283,0.09557992090750773,-158.83163,86.397606,-17.59392,29.526588,-21.557285,8.004036,-14.288745,-0.822064,-24.147432,-0.78303194,-10.371448,-5.8070006,-6.909426,maund
809,0.122225076,0.2882151,1834.1240710982268,2014.7836617610712,3701.002620543489,0.07838576939821981,-149.8171,102.54996,-16.159357,34.52698,-11.538226,5.395363,-14.579753,-6.7653046,-24.366812,-0.905969,-13.011088,-2.4483385,-4.147176,maund
810,0.046858825,0.26822734,2170.8801461209086,2045.8610951099877,4190.682992846604,0.1014600818740325,-262.39493,79.05413,-46.24514,25.7746,-16.101717,-0.6769848,-16.487324,-10.640005,-23.983852,-8.569959,-23.489262,-4.1544995,-6.140628,nata
811,0.05987669,0.26501447,2027.9962723050808,1940.6142778312983,3972.1676475123354,0.09327683581656347,-234.15202,85.45718,-46.52205,38.28818,-10.727299,-1.103842,-19.38329,-10.677871,-20.790049,-10.20191,-22.912582,-4.3399887,-1.9466549,nata
812,0.09725573,0.3215375,1954.37127614813,1887.4549558739002,3794.2187235451333,0.09998503410410217,-154.77109,101.322205,-39.464283,38.690662,-9.689289,0.44125885,-18.739178,-13.325014,-18.337637,-0.22360192,-18.524748,1.9695277,3.0078,nata
813,0.10358869,0.35993665,1971.3012874723363,1887.5868395484952,3760.0522634783765,0.10197595177051083,-136.89029,101.96863,-40.754444,33.66563,-10.7296505,-0.6950285,-23.091604,-8.937497,-17.279419,-1.7725928,-12.549138,2.3759043,2.6582832,nata
814,0.10451407,0.32056713,1953.5258552391563,1908.6825104290103,3794.0687244521573,0.0980935111503483,-144.94923,100.06419,-34.373188,36.159443,-12.95477,1.9178005,-21.943842,-8.979755,-16.576084,-2.4225488,-12.905992,1.1248745,1.8942384,nata
815,0.089808084,0.29210705,2073.6995405196253,1993.3136606802302,4004.1757872968265,0.10505529822948917,-167.44328,86.59575,-36.741806,30.118933,-19.353468,-0.34856752,-19.16539,-13.625028,-21.196898,-0.6499015,-12.837751,-5.2252445,-4.5578628,nata
816,0.07198945,0.27698582,1905.6700987459126,2014.7808566086467,3934.742873814822,0.0775063340508901,-218.93735,98.412315,-26.888004,32.787117,-9.132272,2.6734192,-16.775944,-7.946206,-25.130688,-9.42283,-19.171865,-3.9707568,-1.5614378,nata
817,0.08078609,0.29010028,1937.082713816609,2058.655765070659,3930.192901327883,0.08658337666892414,-188.44783,96.44556,-23.252068,28.54006,-8.1322365,5.523829,-21.847672,-9.177128,-22.504347,-5.624161,-16.79136,-4.701685,1.0806236,nata
818,0.06200085,0.26323488,1921.5354453030895,2207.138823331213,4342.365408977119,0.07446780367163312,-212.30164,99.6918,-7.279032,19.91786,-14.438167,11.05106,-23.515078,-4.5797157,-17.909313,-9.107195,-10.589088,-8.851548,1.3798059,nata
819,0.08330306,0.23775397,2095.581873930568,2256.522185503939,4690.096639627273,0.09439360910893962,-193.54166,91.24591,-0.5573793,20.630243,-16.186684,13.421001,-27.351913,-8.8360815,-19.451124,-5.5970683,-8.971986,-0.1630318,12.252608,nata
820,0.06311589,0.22269222,1736.9999021227943,1689.3770824098406,3370.1879542678503,0.08546433581656347,-273.09903,101.66169,-48.791725,29.900167,-15.138724,-21.69567,-10.46189,-17.077188,-18.757519,-1.2975339,-13.568222,-3.491291,-11.918822,nata
821,0.08635926,0.21819203,1794.9352778946045,1751.2067840770226,3412.137700603473,0.08533319526412539,-246.48682,89.79275,-47.889446,26.33586,-12.988239,-22.557333,-13.566324,-16.255163,-20.725498,-1.9522055,-19.409424,-5.245426,-13.586066,nata
822,0.079665385,0.22906585,1821.6707720279574,1790.7798894548935,3592.02827949642,0.08683923302051083,-246.90897,97.76817,-45.416016,37.451286,-8.6662245,-22.525854,-7.2860518,-18.80943,-19.0552,-1.6024104,-20.723906,0.11171654,-16.644958,nata
823,0.15495725,0.27842727,2034.117534457473,1869.4202554643352,3914.0596655500194,0.10521705084171827,-129.34673,96.634224,-41.99689,44.95135,-12.835857,-8.977818,-7.5898786,-11.573153,-12.386946,4.8781257,-19.413033,8.522226,-11.721725,nata
824,0.11997295,0.2531229,2122.192189457124,2036.580632072786,3853.776696739551,0.11942142451141641,-150.32022,85.80912,-30.310522,29.187174,-7.8234525,-12.081629,-10.82258,-6.41446,-13.205244,10.116527,-11.827867,1.2509089,-5.757726,nata
825,0.13254906,0.322566,2081.0670905208776,1968.3172640321666,3964.0426966428017,0.11207793150154799,-129.53069,98.398125,-36.360313,33.627678,-11.486,-8.715053,-10.991621,-6.972585,-12.08606,3.2735052,-15.455241,4.199716,-10.389089,nata
826,0.13321945,0.32875156,2114.930255162153,1939.2608090257604,3990.975867114938,0.11805786510739164,-122.6193,98.28214,-39.351425,34.98672,-14.550869,-8.674156,-9.931974,-8.319707,-14.192268,5.2534785,-15.975678,6.3925533,-10.7937355,nata
827,0.13636276,0.32479572,2114.746433299084,1965.1936779753282,4040.3589018358166,0.11282622629643962,-117.09138,100.73436,-38.90492,32.809246,-13.403719,-10.130281,-9.578851,-8.2206955,-14.3751545,6.138865,-16.904522,5.85554,-12.635047,nata
828,0.09294005,0.26099017,1705.0918124903303,1913.1710506006398,3413.6210249673472,0.0791922648993808,-198.7069,112.040535,-19.18173,33.96075,-4.1823583,-6.327341,-12.833703,-5.190914,-14.955284,-5.7005277,-9.021559,2.5309772,-3.4852507,nata
829,0.13466556,0.33658788,2037.3169320547122,1909.7606362089418,3907.618037834994,0.10622573710816563,-130.35995,103.1725,-35.62541,45.146458,-7.0092607,-10.218512,-8.251065,-10.361291,-11.7560425,3.3121822,-18.442627,9.166093,-11.731229,nata
830,0.070936374,0.2912156,1965.377151575829,1986.2274490912462,3750.3023224349363,0.08546509166989164,-207.07123,91.6622,-34.008945,43.159393,0.27031922,-4.84734,-18.192423,-8.833207,-21.540808,-5.9900165,-26.3669,-3.2578714,2.1746488,kanada
831,0.09319998,0.32348853,1866.93156192364,1879.767824373372,3582.8283351272253,0.08868653855456657,-160.6903,103.4913,-36.78894,40.219067,-3.3524873,-3.9856162,-20.57093,-9.339304,-17.066513,-3.2268126,-21.527014,-0.18907097,2.359647,kanada
832,0.10080094,0.29928467,2043.9681523515362,1952.2991838944113,3931.242894978715,0.10029871323529412,-146.64357,91.41448,-41.319355,32.683075,-11.719125,-0.14745378,-25.257292,-9.64812,-17.292002,0.1252474,-11.893539,0.6087873,-4.5157814,kanada
833,0.09729647,0.28168646,1948.4836939071556,1903.1156360537243,3759.868931253628,0.0948202883126935,-163.98395,94.03419,-37.870125,36.77595,-12.061784,0.66003746,-21.361792,-7.0271955,-18.321905,-4.5834627,-11.95472,-2.054095,-3.6774397,kanada
834,0.10405794,0.28079963,2017.2808900989653,1946.9695884610278,3931.242894978715,0.1025333936000387,-155.39854,90.747314,-33.79733,36.864967,-15.8210125,-0.2538623,-23.049314,-6.5736184,-17.272673,-3.757678,-10.541151,-4.7214456,-2.119308,kanada
835,0.1078444,0.31472674,1914.1238563868972,1923.7531171592343,3747.52733921488,0.09399829781830496,-146.93094,103.56603,-34.35955,32.90847,-11.500458,-0.14035851,-17.223137,-5.64047,-20.783295,0.034816492,-11.003061,0.40107194,-0.9113539,kanada
836,0.11661388,0.34875104,1927.812238245634,1910.1751676518434,3810.7686234701528,0.09669593834655572,-126.1939,106.85396,-33.46081,34.459045,-10.43396,0.9565098,-23.626637,-8.474499,-15.463485,0.7362057,-12.579239,0.012542063,0.77114266,kanada
837,0.11228434,0.3142159,2016.6173341845179,1974.346210734443,3947.917794147881,0.09818194598974458,-141.22136,97.085625,-35.74841,31.412565,-12.989426,-1.4367507,-23.396013,-8.527856,-20.751448,-5.2386413,-16.009289,-1.6495513,1.5285839,kanada
838,0.12540771,0.32462868,1957.101553659615,1961.270871602148,3920.1679619473202,0.09358597982778638,-123.336494,103.5166,-31.126017,30.708448,-13.451216,3.377011,-21.833775,-8.520961,-17.71686,-0.5895072,-11.610459,2.3306756,1.1721356,kanada
839,0.117993474,0.32076448,2047.8944392850099,1992.208680920574,4066.033746583543,0.10056175019349846,-126.71761,97.51287,-33.873726,29.746046,-15.541182,2.3292897,-22.101557,-10.151406,-18.334661,-1.7052686,-12.669044,2.2656755,0.9841672,kanada
840,0.021650136,0.26598725,2281.098264352915,2351.798340351353,4829.056640625,0.10972423735119048,-312.58856,83.51024,-16.581411,15.491385,-6.2553096,11.319862,-18.3648,-12.945334,-7.9250855,-10.744817,0.40226817,0.016957426,-10.635506,kanada
841,0.021650136,0.26598725,2281.098264352915,2351.798340351353,4829.056640625,0.10972423735119048,-312.58856,83.51024,-16.581411,15.491385,-6.2553096,11.319862,-18.3648,-12.945334,-7.9250855,-10.744817,0.40226817,0.016957426,-10.635506,kanada
842,0.034788027,0.24290058,1825.5352320102215,2190.729932938443,3800.8154296875,0.06558175223214285,-285.3945,103.29314,-12.5282545,20.641506,2.8775048,8.833094,-12.075272,-10.68875,-9.322878,-6.185709,-3.4816747,-2.4090238,-6.5179663,kanada
843,0.046537768,0.2958904,1805.1230452083942,2178.6045732841417,3775.8779296875,0.06488746279761905,-235.37845,108.308655,-12.707844,20.577644,5.574929,8.21541,-15.774365,-9.5038595,-8.631632,-8.298401,-2.4050841,0.35220754,-7.94005,kanada
844,0.043019883,0.2558372,2151.308799339558,2328.6488793017857,4548.9404296875,0.08899181547619048,-239.17555,88.52796,-13.190958,25.830011,1.6193966,9.424405,-15.042628,-8.635928,-3.0215194,-10.480755,-3.9769437,1.0291175,-7.2036963,kanada
845,0.05246972,0.2505198,1933.9892221994103,2241.8773679102424,4222.8046875,0.07028506324404762,-225.22166,98.80461,-9.80046,21.787575,-4.2857456,8.061443,-16.696667,-9.195573,-7.5470233,-11.606916,-3.060956,1.0848649,-8.810537,kanada
846,0.049972672,0.2779133,1977.7605414876698,2272.1644491348134,4278.873046875,0.0782431175595238,-218.3766,101.251236,-10.180801,17.221443,-2.6757956,10.070562,-16.134699,-8.313647,-7.291421,-8.241942,-1.9717797,0.5501049,-7.9706955,kanada
847,0.057163097,0.26474157,2018.1216987341465,2258.1577438366703,4330.66552734375,0.08223493303571429,-213.48056,98.177055,-9.557145,15.925298,-9.048,11.400244,-11.0635605,-10.358393,-6.49912,-8.62375,1.5332999,2.1835227,-9.626892,kanada
848,0.06921513,0.25598374,2184.3350965218006,2304.4182466648367,4624.634765625,0.09475074404761905,-179.85405,89.93306,-13.016202,14.407804,-11.640242,9.192889,-14.134674,-9.380487,-7.453238,-10.210071,1.2398618,4.47443,-10.653606,kanada
849,0.04362156,0.26849112,1695.7752303485927,2153.3763112918004,3641.86962890625,0.06095424107142857,-246.45598,112.52182,-5.6711707,23.522873,2.0403094,12.227895,-8.221006,-9.356264,-9.372106,-6.5652175,-4.407604,0.095125414,-7.8119884,kanada
850,0.020909308,0.24229866,2023.3393528998354,2253.4421455617467,4250.122679141989,0.09360509858167082,-338.43463,92.00225,-9.265316,21.559875,-7.3029513,11.06827,-11.4726095,-5.048144,-10.175534,-5.4774394,-2.5752678,-0.2014928,-5.2400227,kanada
