,filename,rmse,chroma_stft,spec_cent,spec_bw,rolloff,zcr,mfcc0,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,tonic
1319,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-18,0.13420197,0.2647779,1801.3066002560524,2023.4816203946489,3577.0200369158765,0.07994018176760836,-154.72516,100.18015,-17.21766,40.563473,-0.7419326,-14.600333,-4.4037986,-16.378397,-13.482688,-5.6984944,-18.251308,-1.7738392,-7.329669,-4.826329,-6.159104,-2.0738804,-11.438534,1.062716,-10.076497,-9.229229,191.521124
1320,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-19,0.14407073,0.28399277,1856.448057406195,2023.5264042539727,3609.465674054881,0.0831438660990712,-138.9225,100.67684,-21.73692,32.458942,-4.6754155,-13.369753,-5.4138074,-15.111927,-13.076689,-4.09859,-14.637726,-2.7769396,-8.2597475,-5.5015674,-6.014061,-1.4297023,-7.8508987,5.599972,-5.4748573,-4.5894265,191.521124
1321,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-20,0.10090427,0.29794794,1545.4922798772143,1835.0587838954434,3031.831666928696,0.07110539014125387,-209.89128,113.46974,-15.435311,38.895184,3.7164133,-8.391172,-6.0531983,-12.649956,-9.47228,-2.3697395,-9.085626,-6.341004,-2.0812294,2.1617582,-4.956335,-0.30636153,-9.820093,4.0829935,-6.504667,-9.085575,191.521124
1322,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-21,0.11154209,0.29836702,1644.0900174150145,1871.829321327793,3184.214078826432,0.07725274525928792,-187.27058,108.79235,-22.934084,34.761127,-0.26510862,-12.103113,-7.931134,-14.668349,-11.11705,-1.5200895,-10.425998,-10.130138,-6.6205935,-1.5594262,-6.3374014,-1.4965746,-10.74885,5.713617,-8.687269,-8.964263,191.521124
1323,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-22,0.085269116,0.2993416,1653.1527321271158,1773.075441641632,3190.114043150155,0.09608294129740712,-228.89116,107.41087,-17.057001,40.849655,-4.4716086,-9.802385,-6.264591,-10.640982,-11.014109,-7.170134,-8.72542,-1.4507936,4.9761744,0.8708172,-2.2770982,2.7144992,-5.20176,1.0922574,-3.168651,-9.860909,191.521124
1324,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-23,0.104309745,0.2551071,1804.4107881767536,1943.2915372021444,3430.7917544716283,0.08543977058339783,-191.51802,94.226875,-29.083096,26.084368,-5.1407385,-14.0691185,-9.729508,-12.85682,-12.8965025,-3.083182,-12.147001,-11.403101,-7.5792165,-2.5031428,-9.552054,-3.25412,-3.1372614,13.366108,3.5569944,5.4368086,191.521124
1325,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-24,0.095989324,0.2718455,1856.4505762998983,1902.667225452947,3467.737364399913,0.11185060861309984,-213.81259,96.45024,-13.952153,36.87384,-5.448688,-11.624439,-9.820744,-10.984143,-12.290773,0.110327825,-1.8014107,-3.308584,-5.2146826,-4.772072,-7.048452,2.150654,0.605902,4.5640435,-0.06901574,2.5811944,191.521124
1326,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-25,0.11714626,0.29029396,1762.9192383843986,1891.592293889602,3395.1628032483554,0.09653456366099071,-171.41135,105.77975,-22.470402,32.813377,-6.3877225,-5.689645,-6.0138197,-10.030764,-10.297368,-0.004359006,-7.2447906,-6.791649,-6.4137974,-1.8394969,-6.3524213,1.051482,-2.306982,4.617781,-3.6011722,2.0273826,191.521124
1327,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-26,0.1151793,0.3112808,1806.4002495383058,1905.6988872951144,3499.649671430558,0.10727221604102168,-183.82397,104.454056,-13.314916,42.192566,-4.5871387,-5.994273,-6.0561643,-5.3289967,-5.476528,5.6795697,-1.8314693,-3.632023,-5.9855895,-5.563714,-3.161501,4.1447816,-3.4744658,-1.119816,-1.0319595,-0.008620224,191.521124
1328,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-27,0.14756066,0.3170251,1687.83215370822,1915.768377742836,3318.159102212534,0.07389448892221362,-142.2031,111.82752,-23.31239,31.525173,-1.8385717,-11.183633,-9.139426,-12.780059,-9.172054,1.9123373,-11.318303,-7.5982013,-6.0368404,-1.3142656,-8.597865,-3.3923597,-8.866789,6.1843133,-9.425303,-5.968216,191.521124
1329,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-28,0.10757052,0.30814555,1520.9228909826736,1741.422470666279,3016.240094542134,0.07420212122678019,-194.39517,120.016365,-23.557693,34.750397,-5.0427165,-7.3616385,-9.100213,-13.88653,-11.100908,-6.5939164,-7.882129,-4.3145514,-3.8507352,-1.3945179,-0.9818047,2.6898844,-8.149755,0.7144284,-5.8288107,-10.793739,191.521124
1330,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-29,0.1278885,0.3174035,1596.0318974808476,1791.427367728641,3165.035028132861,0.07615978134674922,-165.41998,119.081055,-25.32483,35.489418,-4.0583487,-5.795686,-9.677854,-10.987929,-9.93231,-6.882114,-6.0364666,-2.8017333,-5.2804947,-1.6081505,-4.79824,2.2140214,-7.4073844,0.62100446,-3.6131825,-8.997006,191.521124
1331,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-30,0.1264405,0.3026802,1582.5640498657094,1801.2192806975108,3128.281083712268,0.07448348762819272,-172.25153,117.292786,-22.782272,33.693745,-5.2811456,-5.822946,-9.017455,-10.941404,-10.091543,-5.7580967,-5.505544,-3.6439705,-3.8898654,-0.17908813,-4.3739357,2.8109143,-7.2180367,-0.030919313,-3.874628,-7.9831867,191.521124
1332,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-31,0.12084335,0.30363125,1688.930520943069,1844.463243759691,3295.2800738922215,0.08632128452738003,-173.68004,112.00248,-22.762577,36.393684,-3.419739,-8.171673,-8.739924,-10.764774,-9.562509,-5.4565988,-6.9770184,-2.9774852,-5.211373,-2.9428596,-4.791485,1.5492159,-6.613316,0.8879956,-3.7303681,-5.1358,191.521124
1333,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-32,0.13502444,0.2951397,1604.0162891993687,1823.1564347203216,3163.955867991728,0.0736907864502709,-165.02994,115.6832,-21.612629,34.19179,-5.0760813,-7.806541,-8.169476,-9.408215,-12.554139,-7.23241,-5.8475513,-5.515851,-3.7462628,2.5638452,-3.8390472,3.1124537,-7.6651025,-0.2287027,-7.1381173,-10.207705,191.521124
1334,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-33,0.11185578,0.28730527,1717.3883594328115,1869.7931860598264,3336.408991857948,0.09133674928647446,-188.86983,107.23687,-17.760138,39.482914,-6.176695,-9.416575,-9.798335,-7.7964563,-11.39911,-6.1031995,-5.5856824,-3.1680677,-5.59219,-0.68905205,-5.5566707,2.8295329,-5.1118255,-1.4156096,-4.660245,-3.425408,191.521124
1335,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-34,0.13593502,0.2798911,1856.8935300006376,2022.502309132531,3546.0452242163315,0.08363479283571981,-147.20445,100.21194,-20.958591,36.190365,0.04047205,-15.648419,-8.744427,-7.5150557,-11.0810795,-7.4294047,-11.290355,-4.197661,-8.124515,-2.059919,-8.812375,-1.6313292,-4.2065363,7.109296,-1.1096181,4.7090917,191.521124
1336,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Ramabhi Rama Manasu/Ramabhi Rama Manasu.mp3.mp3-35,0.13210195,0.3012909,1593.140894112166,1850.6190616662625,3122.2576122896503,0.06993721300318961,-167.12167,113.892105,-19.318016,34.689636,0.3046759,-9.168757,-7.98995,-10.262915,-10.689421,-3.7116463,-9.133996,-6.491957,-7.891535,-1.3470799,-5.8767138,0.4167886,-4.469946,5.281672,-5.4824815,-5.218054,191.521124
1337,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Mangalam Kosalendraya/Mangalam Kosalendraya.mp3.mp3-1,0.055545025,0.21374264,1695.0632578992083,1823.9785093868834,3304.010079493526,0.06864646801218584,-275.20007,99.40419,-39.858383,29.683037,-9.759322,-18.341003,-17.952377,-22.371496,-18.380112,-10.876966,-13.31196,-8.341365,-10.499599,-4.4885006,-7.206234,0.60777825,-6.9219866,7.11256,-3.2988307,-2.7349231,191.521124
1338,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Sri Vidhya Rajagopala/Sri Vidhya Rajagopala.mp3.mp3-1,0.11028282,0.21997435,1872.1977862657093,2109.301620912918,3748.689832185444,0.06985653147977941,-209.45312,81.35366,-14.6222725,32.186806,-0.20677936,-16.59382,-8.679792,-13.507259,-12.755151,-6.7503734,-11.517434,-3.6640968,-8.109135,-2.8935308,-7.759235,2.307805,0.13176432,13.368867,2.3410804,0.79674804,191.521124
1339,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Sri Vidhya Rajagopala/Sri Vidhya Rajagopala.mp3.mp3-2,0.13227086,0.26666695,1674.2303502320633,1979.4347080073962,3327.029881905476,0.06777831275396672,-180.83719,101.49035,-12.054222,40.596622,3.987748,-10.117674,-2.15553,-11.54564,-10.337213,-5.8452034,-11.4186735,-1.0820698,-7.232177,-4.181327,-5.4486055,0.45229802,-5.18877,6.4216757,-5.635954,-8.17351,191.521124
1340,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Sri Vidhya Rajagopala/Sri Vidhya Rajagopala.mp3.mp3-3,0.14552484,0.2641823,1658.1733949514482,1931.623842689151,3310.213316926277,0.06885275825996517,-167.41344,103.112495,-17.513233,36.473846,0.57284945,-7.5422754,-5.9764414,-13.132952,-10.338309,-1.7853386,-11.02677,-1.9642576,-9.511386,-3.4483328,-3.5354502,-1.9838153,-9.346848,5.862443,-4.741822,-8.5234,191.521124
1341,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Sri Vidhya Rajagopala/Sri Vidhya Rajagopala.mp3.mp3-4,0.14982404,0.26525515,1794.3402456758513,2025.1560519511752,3560.5326366129307,0.07582550521236456,-157.55783,96.531845,-15.129276,35.567596,0.90224105,-8.149418,-3.820286,-12.639855,-9.86781,-2.0924842,-11.188124,-2.5032182,-6.9883075,-5.382492,-5.8269057,0.41406575,-5.1804996,10.174628,-1.9247197,-3.274346,191.521124
1342,D:/carnatic/Sumitra Vasudev at Arkay by Sumithra Vasudev/Sri Vidhya Rajagopala/Sri Vidhya Rajagopala.mp3.mp3-5,0.09431494,0.25381514,1652.485019906323,1869.777029052224,3298.159574902089,0.06935293597693647,-223.33896,99.64393,-20.508224,34.42541,3.623458,-9.91879,-5.009845,-12.544527,-11.494377,-4.889808,-7.9424686,-2.109458,-6.34854,-3.3371463,-3.3340936,-0.62092084,-0.77477634,8.7315855,-2.0034626,-3.4477742,191.521124
1343,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Pavamaana Suthudu Pattu/Pavamaana Suthudu Pattu.mp3.mp3-1,0.031913094,0.3917465,1857.3172865987647,2153.6076665440582,3998.1666119094757,0.0931577156437739,-260.6424,113.00647,-5.4091105,20.570847,-7.528112,14.254921,-13.302737,-1.6854174,-1.0895275,-14.773232,-5.007236,-2.0991738,-9.041058,3.2416692,-3.292205,0.3449901,-4.100977,-3.3357625,-3.3339748,0.21890281,147.682975
1344,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Maname Kanamum/Maname Kanamum.mp3.mp3-1,0.02629325,0.34830654,1755.9306466531868,2076.0504728980823,3720.4191698009386,0.08250063491679567,-272.87024,118.64641,-10.605288,19.574682,-8.4394655,12.609399,-12.891909,-4.8821163,-1.4537073,-11.317923,-6.490647,-0.76348567,-7.9930387,0.6300863,-1.696386,2.9397743,-4.2428603,-2.4122298,-4.090557,3.3803842,147.682975
1345,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Maname Kanamum/Maname Kanamum.mp3.mp3-2,0.03423879,0.3720575,1831.9302556595942,2169.1717197208245,3998.675820554373,0.09029027035361842,-240.2098,114.52726,-3.2710898,19.78448,-9.202128,13.257184,-13.702771,-4.0505123,-1.3527863,-13.329275,-3.9550495,-1.9283049,-11.0588045,-0.3118713,-6.3556094,-0.22784552,-6.317701,-3.3272603,-2.235742,2.6729305,147.682975
1346,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Maname Kanamum/Maname Kanamum.mp3.mp3-3,0.042764153,0.36501625,1853.173152160767,2157.2282716914883,4011.779907982416,0.08910490337171052,-217.36818,113.741875,-7.074013,19.935436,-10.804512,11.084963,-15.117994,-6.1708174,-1.440139,-13.540424,-5.5217214,-1.0953705,-9.515785,-0.21230999,-4.2181187,-0.27108133,-7.455919,-3.3221462,-2.3696465,2.0409634,147.682975
1347,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Maname Kanamum/Maname Kanamum.mp3.mp3-4,0.021775823,0.3705075,2101.851732026304,2204.230418078746,4331.437454223633,0.11485748291015625,-297.14267,98.55204,-19.055561,18.785337,-4.419093,14.094992,-9.112669,6.2239065,0.86783236,-10.056211,-7.274722,-1.9272025,-5.807675,0.49221602,-2.7990942,0.10241413,-3.4681544,-0.85427314,-3.8645432,1.8836367,147.682975
1348,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-1,0.009241061,0.256049,1998.4994334204493,2177.8008795794376,4194.724635074013,0.0947265625,-411.0033,96.62636,-16.626373,19.096346,-6.1876655,14.201606,-9.434212,-4.655861,0.13612254,-6.964726,-0.025323495,2.3261452,-7.750385,-0.05356931,-2.004026,3.1219409,1.1756139,2.2975643,-2.6627305,5.431793,147.682975
1349,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-2,0.011730093,0.27691042,1981.6482946226497,2113.967332954063,4159.291515999903,0.09596219372823142,-364.03604,103.00602,-23.227222,14.88963,-12.996525,10.366996,-12.661915,-10.975186,-1.2566088,-11.222451,-0.21432419,4.1077394,-10.574641,2.7137356,0.124265805,2.8694243,-4.2039986,-1.8443683,-5.5805287,0.4691121,147.682975
1350,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-3,0.014385407,0.2809283,2256.4343374746604,2289.4144792649527,4797.212658578028,0.10869737749129257,-337.2367,87.94031,-19.58995,7.6540747,-20.255594,13.366137,-16.118595,-9.112412,-2.5710535,-11.940446,1.7526871,4.294796,-12.726934,3.3465972,-1.9705781,-0.6271824,-5.6563315,-2.9071648,-5.140367,-2.1268334,147.682975
1351,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-4,0.015534023,0.2542565,2297.0038108423782,2331.4387698957535,4915.916107461179,0.10856548108552631,-342.1509,82.662636,-18.970596,8.438985,-15.775567,9.281598,-16.099483,-9.605221,-5.8835487,-8.864077,1.191564,0.72734076,-10.595917,1.62759,-2.6474538,1.7482439,-3.7246525,2.7238781,-0.9020929,1.3342738,147.682975
1352,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-5,0.010888355,0.28308946,2030.2997998283306,2189.1676505482087,4350.877857503508,0.09653683122097523,-365.7484,98.880936,-19.730984,18.482628,-10.626265,12.094636,-11.553667,-6.534106,-4.032953,-13.022182,-2.9452336,-0.7601463,-8.086419,1.9298522,-2.8600175,2.3960686,-2.4265988,0.1318784,-4.215034,-0.049109112,147.682975
1353,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-6,0.005878417,0.21923697,2091.232946072134,2091.7745122603415,4220.866143666553,0.10733721942724458,-435.8658,90.04662,-27.742527,24.635557,-10.54897,12.20489,0.19730994,5.9361444,0.106237315,-10.772721,-9.117335,0.29524916,4.1313396,6.1791105,1.7873573,5.1522527,1.0360867,6.4177027,-1.5065467,6.373393,147.682975
1354,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-7,0.007526173,0.21444742,2315.1901660469066,2127.64668579304,4476.064600516399,0.12870935020801083,-411.8172,76.60382,-32.01451,21.590593,-9.852196,10.156066,-1.9773498,5.60804,-2.2662146,-12.1361475,-6.564235,4.029807,9.006497,8.235954,2.3140683,3.729394,-1.1364633,6.8624496,1.3572369,2.3221114,147.682975
1355,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-8,0.015858542,0.28786805,1924.5477330921915,2071.7570331989264,4037.5839186157605,0.09599091615470201,-334.55515,103.59404,-21.028063,28.50822,-9.223737,12.69545,-7.535943,-4.2675443,-0.08016618,-13.973143,-8.640047,0.3720347,-5.0984507,-2.5516512,-3.1910315,3.7712195,-4.2055807,-0.41808563,-3.8389196,1.8613737,147.682975
1356,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-9,0.019407539,0.3401612,1886.3280357461251,2103.7374665977964,4000.896640458712,0.10258705918633901,-300.01126,111.13494,-12.386968,26.31741,-10.820226,13.923795,-12.038364,-5.008788,1.1026627,-13.549164,-5.1533084,-0.25969055,-9.297581,-0.45927423,-3.5050573,1.9015645,-3.768772,-2.4875247,-2.6356678,2.4811516,147.682975
1357,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-10,0.031960025,0.32725078,1974.607006961996,2188.8275285404648,4374.473548156927,0.10987802038989938,-241.41945,107.82058,-3.3444831,24.38304,-14.258277,17.970213,-14.995272,-3.032961,-1.2516713,-12.197526,0.28692985,-0.030244125,-11.047646,4.7184277,-4.52086,-2.4631033,-6.0635858,-2.3607364,0.11953728,-1.4641315,147.682975
1358,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-11,0.029296603,0.33296755,1703.415844930477,2064.1799598089124,3682.627731653928,0.0810063128869969,-278.5007,118.943886,-4.5436087,25.909292,-8.9754305,11.86749,-9.16182,-3.7665286,-1.7708014,-14.212451,-6.7226987,0.51419646,-8.057061,-0.64380306,-3.9059715,1.6038815,-1.4734185,0.89061385,-3.103295,2.2969913,147.682975
1359,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-12,0.025151577,0.3207889,1899.8208319133555,2174.4642787500097,4118.141764826819,0.09471031165344428,-268.76025,110.415405,-8.588146,24.281275,-10.162029,11.878495,-8.165543,-4.436579,3.6232386,-14.1342,-5.671345,0.25581756,-8.118859,-0.9021774,-2.6759965,1.0735725,-3.0887818,-1.1136109,-2.86382,2.0189605,147.682975
1360,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-13,0.034716643,0.31569475,2091.0928015646628,2265.2517380866775,4511.943550227966,0.11699211191466719,-230.45851,100.29943,-4.6461763,22.740156,-11.121675,14.227515,-13.431765,-4.104016,-0.62300944,-15.113185,-4.0475054,1.0982484,-7.132841,2.9045424,-6.680738,-3.1076646,-7.210131,-1.2485859,-2.8870184,-1.8709688,147.682975
1361,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-14,0.023226742,0.3353198,1819.0598142956762,2073.3075912446056,3882.9681868892703,0.09259921330785603,-301.28363,111.86726,-11.927266,27.358564,-9.885354,12.573394,-8.397657,-3.5626493,0.51555586,-12.135944,-7.0207763,0.30518425,-5.8918457,-1.2136214,-5.461786,1.548999,-5.127643,-0.7617377,-4.9070067,1.8911656,147.682975
1362,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-15,0.016214453,0.31718028,1888.4199931621686,2046.973810187815,3985.367567694224,0.10241888182082043,-323.76685,108.31792,-17.752066,27.026503,-10.85703,15.024293,-7.808837,1.6720988,1.5132207,-9.923093,-5.489748,0.45061457,-6.044726,-1.3954335,-3.913286,5.1863403,-3.4073892,-1.6236408,-5.4977355,0.7983142,147.682975
1363,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-16,0.018126952,0.27166694,2035.4820283643012,2127.9485639632308,4203.512081937524,0.10892224385642414,-323.99213,98.42492,-19.284014,23.600613,-7.6301928,13.216041,-6.364737,-0.011378805,-1.8877692,-9.727695,-6.8955016,0.98928654,-3.2359998,2.080354,-3.2897189,2.3773956,-1.7095721,1.7367722,-2.0776038,4.9851813,147.682975
1364,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-17,0.017296353,0.29911238,2170.795181372835,2139.6543695064497,4533.480919994437,0.13700143914473684,-308.89484,96.45622,-16.09728,30.94303,-14.318834,14.61983,-10.735413,2.556872,3.0771022,-9.654295,-3.5851393,2.1242201,-1.3588109,3.3122015,-4.580094,6.7248707,-6.669586,-1.0658354,-5.762217,-1.5240301,147.682975
1365,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-18,0.024338545,0.34282,1900.4707813228845,2071.5914302661436,4033.77977495223,0.10040472166457043,-274.72183,110.546776,-16.716368,25.505688,-13.7049055,13.316569,-8.702288,-0.6691124,-0.81596726,-12.669248,-8.767034,0.2607556,-2.2432656,-1.8072551,-5.4146943,3.1036694,-4.9245143,0.3272059,-5.5036597,-0.39124823,147.682975
1366,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-19,0.027157066,0.3354161,1991.6922735721946,2144.398397355432,4273.561658357319,0.11159645293150154,-262.97043,105.53877,-12.1072,26.462973,-13.648952,13.910717,-10.559782,-2.2616434,-1.3578389,-12.580512,-7.5979214,1.2300771,-3.2285407,-1.3652482,-4.360451,2.5652926,-6.8937626,-0.6542749,-4.2496405,2.5534248,147.682975
1367,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-20,0.037287254,0.3517984,1859.410976911351,2124.4565529191004,4005.842443885449,0.0896523301446401,-237.71161,114.335236,-9.301465,19.516802,-13.70274,12.10597,-11.539771,-6.425217,-4.305031,-12.905707,-7.1226554,3.5640147,-6.602843,-2.5344322,-4.660219,0.6127719,-6.523023,-0.26715073,-3.382208,2.8335996,147.682975
1368,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-21,0.02738407,0.3464492,1804.1517143383073,2020.7183970282613,3732.1815986751403,0.09859331916360294,-288.19568,113.88656,-16.919882,27.548151,-5.7336674,10.548073,-5.042598,0.3572155,-0.79053587,-14.369237,-8.446571,-0.25724384,-1.4330195,-0.444104,-6.3295074,0.66553754,-4.8055387,1.3174158,-0.42880788,3.64349,147.682975
1369,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-22,0.038770117,0.3683018,1784.8718732679024,2021.512221371063,3746.573178317894,0.09714756071013932,-234.37633,115.77431,-14.614486,27.734442,-10.906417,9.787275,-8.759044,-1.6528878,-3.8095355,-14.243241,-7.669471,-0.81814045,-4.7907033,-1.6947668,-6.4442387,1.6427159,-6.080416,0.24260227,-1.6686896,-0.6594349,147.682975
1370,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Ennadu Jootuno/Ennadu Jootuno.mp3.mp3-23,0.029263526,0.49660218,1622.4969083634003,2008.7232441637113,3242.1374212079777,0.08250546124599786,-313.86566,124.610596,-2.8226793,22.000948,-1.2242264,9.2132435,-9.80426,4.0905223,-0.9067722,-8.034725,-4.871368,-1.5400349,-4.5974426,-3.4689326,-3.596403,2.1730618,-4.246635,-1.4786491,-2.1973698,4.015943,147.682975
1371,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Paarengum/Paarengum.mp3.mp3-1,0.017539503,0.27382773,2097.824074918297,2280.8879897937577,4527.94345347874,0.10413013375580496,-328.29282,97.596886,-8.75493,15.545614,-9.729552,13.701972,-12.80042,-1.5292575,-1.4516317,-10.806233,0.6996528,-0.57438916,-6.9938474,4.5047545,-3.645506,-1.5894331,-2.0784564,-1.6778557,-2.9324346,1.646829,147.682975
1372,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Paarengum/Paarengum.mp3.mp3-2,0.026020082,0.31174698,1914.6025189260215,2186.121876076544,4135.07082912575,0.09338492284249227,-267.11008,107.731766,-6.92435,22.764929,-7.363122,12.9640875,-15.262525,-2.9320493,0.9654378,-14.563807,-5.266238,-1.1776484,-9.358213,1.939811,-3.1037886,0.36917472,-2.6414216,-2.0736244,-2.9136677,0.58714217,147.682975
1373,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Paarengum/Paarengum.mp3.mp3-3,0.027414452,0.30741954,2179.2963773261904,2341.228095430193,4722.03811314822,0.1143868744557856,-248.1927,99.29004,-5.5422626,17.309381,-10.729273,15.967474,-14.334289,-2.4925447,3.3487685,-13.38937,-0.37755597,-1.811184,-10.771913,3.59514,-5.1031523,-3.2023182,-4.107963,-4.428903,-1.6875708,0.93283933,147.682975
1374,D:/carnatic/Live at Vani Mahal by Sanjay Subrahmanyan/Paarengum/Paarengum.mp3.mp3-4,0.03069828,0.30053696,1853.846036769614,2141.388266265762,3988.3175498560854,0.08574664703463622,-256.5425,111.08255,-8.191911,21.748177,-11.0405,9.239004,-15.350211,-3.8647563,-1.1060636,-13.866199,-5.3660235,-1.7353605,-7.86457,1.8086977,-3.521315,-0.83002144,-4.1275926,-1.6207542,-3.4386292,1.4399389,147.682975
